"Level","Role","Label en","Additional Label","Technical Name","Abstract","Type name short","Period type","Balance","Substitution Group","References"
"1","[200810] ESRS2.IRO-1 Description of process to identify and assess material impacts, risks and opportunities","Disclosure of process to identify impacts, risks and opportunities and to assess which ones are material [text block]","","esrs:DisclosureOfProcessToIdentifyImpactsRisksAndOpportunitiesAndToAssessWhichOnesAreMaterialExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: E3; Paragraph: 8; Section: IRO-1, Name: ESRS; Number: E5; Paragraph: 11; Section: IRO-1, Name: ESRS; Number: E1; Paragraph: 20; Section: IRO-1, Name: ESRS; Number: ESRS 2; Paragraph: 51; Section: IRO-1, Name: ESRS; Number: E4; Paragraph: 17; Section: IRO-1, Name: ESRS; Number: G1; Paragraph: 6; Section: IRO-1, Name: ESRS; Number: E2; Paragraph: 11; Section: IRO-1"
"2","[200810] ESRS2.IRO-1 Description of process to identify and assess material impacts, risks and opportunities","Description of methodologies and assumptions applied in process to identify impacts, risks and opportunities [text block]","","esrs:DescriptionOfMethodologiesAndAssumptionsAppliedInProcessToIdentifyImpactsRisksAndOpportunitiesExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 53; Subparagraph: a; Section: IRO-1"
"2","[200810] ESRS2.IRO-1 Description of process to identify and assess material impacts, risks and opportunities","Description of process to identify, assess, prioritise and monitor potential and actual impacts on people and environment, informed by due diligence process [text block]","","esrs:DescriptionOfProcessToIdentifyAssessPrioritiseAndMonitorPotentialAndActualImpactsOnPeopleAndEnvironmentInformedByDueDiligenceProcessExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 53; Subparagraph: b; Section: IRO-1"
"3","[200810] ESRS2.IRO-1 Description of process to identify and assess material impacts, risks and opportunities","Process focuses on specific activities, business relationships, geographies or other factors that give rise to heightened risk of adverse impacts","","esrs:ProcessFocusesOnSpecificActivitiesBusinessRelationshipsGeographiesOrOtherFactorsThatGiveRiseToHeightenedRiskOfAdverseImpacts","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 53; Subparagraph: b; Clause: i; Section: IRO-1"
"4","[200810] ESRS2.IRO-1 Description of process to identify and assess material impacts, risks and opportunities","Description of how process focuses on specific activities, business relationships, geographies or other factors that give rise to heightened risk of adverse impacts [text block]","","esrs:DescriptionOfHowProcessFocusesOnSpecificActivitiesBusinessRelationshipsGeographiesOrOtherFactorsThatGiveRiseToHeightenedRiskOfAdverseImpactsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 53; Subparagraph: b; Clause: i; Section: IRO-1"
"3","[200810] ESRS2.IRO-1 Description of process to identify and assess material impacts, risks and opportunities","Process considers impacts with which undertaking is involved through own operations or as result of business relationships","","esrs:ProcessConsidersImpactsWithWhichUndertakingIsInvolvedThroughOwnOperationsOrAsResultOfBusinessRelationships","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 53; Subparagraph: b; Clause: ii; Section: IRO-1"
"4","[200810] ESRS2.IRO-1 Description of process to identify and assess material impacts, risks and opportunities","Description of how impacts with which undertaking is involved through own operations or as result of business relationships are considered [text block]","","esrs:DescriptionOfHowImpactsWithWhichUndertakingIsInvolvedThroughOwnOperationsOrAsResultOfBusinessRelationshipsAreConsideredExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 53; Subparagraph: b; Clause: ii; Section: IRO-1"
"3","[200810] ESRS2.IRO-1 Description of process to identify and assess material impacts, risks and opportunities","Process includes consultation with affected stakeholders to understand how they may be impacted and with external experts","","esrs:ProcessIncludesConsultationWithAffectedStakeholdersToUnderstandHowTheyMayBeImpactedAndWithExternalExperts","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 53; Subparagraph: b; Clause: iii; Section: IRO-1"
"4","[200810] ESRS2.IRO-1 Description of process to identify and assess material impacts, risks and opportunities","Description of how process includes consultation with affected stakeholders to understand how they may be impacted and with external experts [text block]","","esrs:DescriptionOfHowProcessIncludesConsultationWithAffectedStakeholdersToUnderstandHowTheyMayBeImpactedAndWithExternalExpertsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 53; Subparagraph: b; Clause: iii; Section: IRO-1"
"3","[200810] ESRS2.IRO-1 Description of process to identify and assess material impacts, risks and opportunities","Process prioritises negative impacts based on their relative severity and likelihood and positive impacts based on their relative scale, scope and likelihood and determines which sustainability matters are material for reporting purposes","","esrs:ProcessPrioritisesNegativeImpactsBasedOnTheirRelativeSeverityAndLikelihoodAndPositiveImpactsBasedOnTheirRelativeScaleScopeAndLikelihoodAndDeterminesWhichSustainabilityMattersAreMaterialForReportingPurposes","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 53; Subparagraph: b; Clause: iv; Section: IRO-1"
"4","[200810] ESRS2.IRO-1 Description of process to identify and assess material impacts, risks and opportunities","Description of how process prioritises negative impacts based on their relative severity and likelihood and positive impacts based on their relative scale, scope and likelihood and determines which sustainability matters are material for reporting purposes [text block]","","esrs:DescriptionOfHowProcessPrioritisesNegativeImpactsBasedOnTheirRelativeSeverityAndLikelihoodAndPositiveImpactsBasedOnTheirRelativeScaleScopeAndLikelihoodAndDeterminesWhichSustainabilityMattersAreMaterialForReportingPurposesExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 53; Subparagraph: b; Clause: iv; Section: IRO-1"
"2","[200810] ESRS2.IRO-1 Description of process to identify and assess material impacts, risks and opportunities","Description of process used to identify, assess, prioritise and monitor risks and opportunities that have or may have financial effects [text block]","","esrs:DescriptionOfProcessUsedToIdentifyAssessPrioritiseAndMonitorRisksAndOpportunitiesThatHaveOrMayHaveFinancialEffectsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 53; Subparagraph: c; Section: IRO-1"
"3","[200810] ESRS2.IRO-1 Description of process to identify and assess material impacts, risks and opportunities","Description of how connections of impacts and dependencies with risks and opportunities that may arise from those impacts and dependencies have been considered [text block]","","esrs:DescriptionOfHowConnectionsOfImpactsAndDependenciesWithRisksAndOpportunitiesThatMayAriseFromThoseImpactsAndDependenciesHaveBeenConsideredExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 53; Subparagraph: c; Clause: i; Section: IRO-1"
"3","[200810] ESRS2.IRO-1 Description of process to identify and assess material impacts, risks and opportunities","Description of how likelihood, magnitude, and nature of effects of identified risks and opportunities have been assessed [text block]","","esrs:DescriptionOfHowLikelihoodMagnitudeAndNatureOfEffectsOfIdentifiedRisksAndOpportunitiesHaveBeenAssessedExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 53; Subparagraph: c; Clause: ii; Section: IRO-1"
"3","[200810] ESRS2.IRO-1 Description of process to identify and assess material impacts, risks and opportunities","Description of how sustainability-related risks relative to other types of risks have been prioritised [text block]","","esrs:DescriptionOfHowSustainabilityrelatedRisksRelativeToOtherTypesOfRisksHaveBeenPrioritisedExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 53; Subparagraph: c; Clause: iii; Section: IRO-1"
"2","[200810] ESRS2.IRO-1 Description of process to identify and assess material impacts, risks and opportunities","Description of decision-making process and related internal control procedures [text block]","","esrs:DescriptionOfDecisionmakingProcessAndRelatedInternalControlProceduresExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 53; Subparagraph: d; Section: IRO-1"
"2","[200810] ESRS2.IRO-1 Description of process to identify and assess material impacts, risks and opportunities","Description of extent to which and how process to identify, assess and manage impacts and risks is integrated into overall risk management process and used to evaluate overall risk profile and risk management processes [text block]","","esrs:DescriptionOfExtentToWhichAndHowProcessToIdentifyAssessAndManageImpactsAndRisksIsIntegratedIntoOverallRiskManagementProcessAndUsedToEvaluateOverallRiskProfileAndRiskManagementProcessesExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 53; Subparagraph: e; Section: IRO-1"
"2","[200810] ESRS2.IRO-1 Description of process to identify and assess material impacts, risks and opportunities","Description of extent to which and how process to identify, assess and manage opportunities is integrated into overall management process [text block]","","esrs:DescriptionOfExtentToWhichAndHowProcessToIdentifyAssessAndManageOpportunitiesIsIntegratedIntoOverallManagementProcessExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 53; Subparagraph: f; Section: IRO-1"
"2","[200810] ESRS2.IRO-1 Description of process to identify and assess material impacts, risks and opportunities","Description of input parameters used in process to identify, assess and manage material impacts, risks and opportunities [text block]","","esrs:DescriptionOfInputParametersUsedInProcessToIdentifyAssessAndManageMaterialImpactsRisksAndOpportunitiesExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 53; Subparagraph: g; Section: IRO-1"
"2","[200810] ESRS2.IRO-1 Description of process to identify and assess material impacts, risks and opportunities","Process to identify, assess and manage impacts, risks and opportunities has changed compared to prior reporting period","","esrs:ProcessToIdentifyAssessAndManageImpactsRisksAndOpportunitiesHasChangedComparedToPriorReportingPeriod","False","boolean","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 53; Subparagraph: h; Section: IRO-1"
"3","[200810] ESRS2.IRO-1 Description of process to identify and assess material impacts, risks and opportunities","Description of how process to identify, assess and manage impacts, risks and opportunities has changed compared to prior reporting period [text block]","","esrs:DescriptionOfHowProcessToIdentifyAssessAndManageImpactsRisksAndOpportunitiesHasChangedComparedToPriorReportingPeriodExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 53; Subparagraph: h; Section: IRO-1"
"3","[200810] ESRS2.IRO-1 Description of process to identify and assess material impacts, risks and opportunities","Date of last process modification","","esrs:DateOfLastProcessModification","False","date","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 53; Subparagraph: h; Section: IRO-1"
"3","[200810] ESRS2.IRO-1 Description of process to identify and assess material impacts, risks and opportunities","Dates of future revision of materiality assessment","","esrs:DatesOfFutureRevisionOfMaterialityAssessment","False","date","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 53; Subparagraph: h; Section: IRO-1"
"1","[200820] ESRS2.IRO-2 Disclosure Requirements in ESRS covered by sustainability statement","Disclosure of ESRS Disclosure Requirements complied with in sustainability statements [text block]","","esrs:DisclosureOfESRSDisclosureRequirementsCompliedWithInSustainabilityStatementsExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 54; Section: IRO-2"
"2","[200820] ESRS2.IRO-2 Disclosure Requirements in ESRS covered by sustainability statement","List of ESRS Disclosure Requirements complied with in preparing sustainability statement following outcome of materiality assessment","","esrs:ListOfESRSDisclosureRequirementsCompliedWithInPreparingSustainabilityStatementFollowingOutcomeOfMaterialityAssessment","False","enumerationSet","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 56; Section: IRO-2"
"2","[200820] ESRS2.IRO-2 Disclosure Requirements in ESRS covered by sustainability statement","Disclosure of list of data points that derive from other EU legislation and information on their location in sustainability statement [text block]","","esrs:DisclosureOfListOfDataPointsThatDeriveFromOtherEuLegislationAndInformationOnTheirLocationInSustainabilityStatementExplanatory","False","textBlock","Duration","-","Item","Name: ESRS; Number: ESRS 2; Paragraph: 56; Section: IRO-2"
"2","[200820] ESRS2.IRO-2 Disclosure Requirements in ESRS covered by sustainability statement","Topics assessed not to be material [abstract]","","esrs:TopicsAssessedNotToBeMaterialAbstract","True","string","Duration","-","Item",""
